video_id,nb_textbloc
7176199071177215237,0
7174339271141100806,3
7165886702580403462,0
7156562442829466886,1
7140222885389536517,0
7128353863966444806,7
7099406976437718278,0
7093804812864670981,0
7018111226760776966,2
6920160579424488710,3
7447512835350859040,4
7546473791115791638,5
7485301680930688278,9
7469703437299551510,2
7457582868370296096,1
7456310839121874198,2
7442349120498519329,0
7441997259060825377,0
7440142040542825760,0
7431962598909791521,0
7403329560554523936,1
7401388090830359841,0
7391756601100651809,2
7375160946618076449,0
7372534191776386336,0
7371791896622173473,0
7369613653626113313,1
7368427984539127073,1
7362544046675447073,1
7360309213765045536,0
7357646734354304289,0
7341290377858567456,1
7334381637586652448,4
7325097832015203617,7
7322488817968041249,1
7319074307202616609,3
7309856299632676129,5
7305093445926915361,0
7304376408191683872,4
7302809103150206241,1
7297529063785123104,3
7293822418068442400,0
7289368885390806304,2
7286488221893020960,7
7285720218360368417,8
7281651537124871456,6
7277097435090930977,0
7275592243086478624,0
7271545826923531552,1
7270778269899722016,0
7263464155540147489,3
7262720109133794592,0
7257181704241024282,4
7257040734174465307,3
7255302948413099290,4
7250555651993160987,3
7250141865645788443,1
7249004039688572186,2
7248301740670323995,0
7238653863794887962,3
7234190958772882715,0
7231978849448381722,0
7231163731080711450,0
7228647012009282842,5
7222319662787202310,0
7220765448000900357,6
7220074643086904581,0
7212710657672678661,0
7205658829403458821,0
7200056336321613062,3
7193034087660031237,0
7191012677869702405,7
7187830945658031365,0
7180437054843538693,0
7178804187403259142,0
7140150980246719750,1
7128322715894729989,0
7111254884971744518,0
7080140185001938181,0
7044841251262237958,0
6956567938891599109,0
7564461685881179414,0
7557772009510358294,0
7555487310297533718,0
7549615777326877974,0
7526570162976328982,0
7504006062559776022,0
7487276696215817494,0
7474265267783208214,0
7447956995182759190,0
7446821670133845270,0
7442685576798604566,1
7441958558054337825,2
7189528219425590534,0
7169218120916208902,5
7156614323194875141,0
7141371845248437510,0
7141370905153850629,4
7511357874082286870,1
7446804107312008470,0
7440140885246971169,2
7391879654983912736,0
7391169699821669665,0
7391036925550906657,0
7372567531258727712,2
7369623012087172384,0
7366182227119525152,1
7289115441602088225,2
7205617494143339782,1
7166666264092413190,0
7128317775524777222,0
7124683160218029317,1
7108626212104178949,0
7082772534126513414,0
7072437259127098630,0
6955020730140544261,0
7462409528211033366,0
7582501864428604694,0
7567318876392901910,1
7550653411583102230,2
7546552028168719638,0
7543616748017241366,0
7514333529551949078,0
7476738167522053398,2
7462724279965125920,0
7461582150937169174,0
7457889721201577248,0
7447835163444235552,0
7446787674863684886,0
7391769807764458784,0
7383600515478736161,0
7345850735894072609,0
7345753568462261537,0
7338875309913017633,0
7338777101547490593,1
7338699162768149792,0
7334752917439712545,0
7334339873127632161,2
7322495223089712416,2
7319092525329829153,0
7312547480120380705,0
7309783088618409248,0
7231544878478445850,1
7229679892399426842,1
7196211164093631749,5
7178872221375548677,0
7168038506772679942,0
7163303756447223045,7
7158447069152300293,6
7156881114106170630,4
7075005822228499717,3
7069326966159084806,0
6980260193653378309,0
6978753193882832133,0
7488659236717628694,2
7462683592603340054,3
7447927530448915735,2
7407351220127419681,0
7391864864840387872,0
7335855508873694496,0
7315068001533840672,4
7307282681899896096,5
7259698322791795995,1
7605520662588902678,0
7564704328649428246,2
7550598568415874326,0
7495704452696116503,8
7441982856659815713,0
7431510658845379872,2
7299062448965946657,0
7262807521008635168,1
7044982077288189190,3
7027511633060695301,2
7022925491963481349,2
7022178037378731270,2
7014868849635904773,0
7011522309198515462,2
7479481184100044054,2
7456392986897730838,0
7442009228555930913,3
7341346159023246624,2
7325106846744743200,0
7270891504346942753,3
7254929536557567259,3
7187762825270463750,1
7167309818519227653,7
7167292362857794821,1
7167014945626787078,1
7162439514428919046,3
7161744414979771653,0
7159544328061275397,5
7111379317900332293,2
6964763152974187781,3
6936835146301672709,7
6930236006654364934,0
6923976137928445190,0
6923235061999373574,0
6891319697220898050,2
6879407335484214530,0
6864458828012899589,0
7457876496447819030,0
7299132149167361312,1
7285669773030001953,0
7263460179461688609,9
7262728753778822433,0
7223410372462611738,7
7208220006314773765,6
7200112331873897733,0
7194501630111272197,0
7185555796443270405,6
7159621444312288517,3
7157021341361753349,6
6923258085528112390,0
6915045654997912833,0
6878219367390268673,0
6768860777525824773,0
6764678537346616582,0
7582921759985356054,0
7581205344420924694,0
7579578853308337430,5
7564712687565802774,11
7487328540497628438,2
7461615118414073110,0
7454233566264855831,2
7442235405757336864,0
7403421764769926432,0
7377811070636920096,0
7335861253551787297,7
7322502255616314656,3
7312484712440745249,1
7305435593499086112,7
7304326742255209761,3
7300112308179701025,3
7289092371030002977,12
7288720379772800288,6
7280925746183408928,0
7223430604547837210,13
7206342637316607237,2
7197824225988726021,2
7194484239583284486,7
7181124364987895046,4
7180392341839105286,6
7178897418107358469,2
7169238545779952902,0
7167386112040684805,3
7165908407793372422,0
7158468268074749189,3
7080915608727997701,1
7074987594026700038,0
7050500563045338374,2
7049689395460312326,8
6937251547290045701,0
6797039273053850886,0
7582952363116268812,3
7561497104322022667,3
7540672667704118533,2
7457617290348072197,9
7339952469901970693,0
7338825965419662598,1
7334734613429882117,2
7334309352062405893,18
7325113581249301766,2
7206417246502046981,0
7186344254921280773,2
7180432290151959814,0
7175115192966106374,0
7083930192657353990,0
7083882172154645765,0
7082815811529805062,3
7080188060561837318,0
7075406881111444742,1
7072415750589254918,1
7066872454249073925,1
7064977105032858885,11
7062415851231677702,0
7058664802880589062,0
6980319450687868166,0
6942166804311575814,0
6923874728902003973,0
7606743080678591766,0
7604101089775865110,2
7582254546236230934,0
7559557230903774486,2
7546567057056353558,1
7517987561692794134,0
7507578375586712854,0
7476865863409257750,0
7457587495031606560,2
7450183993355488545,1
7442354645382532385,0
7338778286597655840,2
7325457714312727840,1
7322420132649749793,1
7321436866287373600,1
7312523032025730337,0
7305425778076880161,3
7304272406548319520,0
